channel_id,handle,title,country,industry,category,logo_url,backdrop_url,subscriber_count,video_count,view_count,description
"UChKCY9X0CIYtnRgIOH_egFg","@oneandtwofilmstv","One And Two Films Tv","Ghana","Kumawood","Entertainment","https://yt3.ggpht.com/sV1rrfxnU8zY-Fw1uAs9Se1c4IxtzLvu-nVVsjbJpC3AKU-c8NNwi2Tzs1SF5DggiypXsT0OSw=s800-c-k-c0x00ffffff-no-rj","https://yt3.googleusercontent.com/pMsMrj8jPgTiMa2VxyphYLw_tCtP76mq8fhkw3SngasqT0eUw1wJZ7D0tOcEvZy67wainpy8wO8","601000","44","64599756","At One And Two Films we bring you the very best of Nollywood movies, Ghallywood and creative contents from Africa. Subscribe and stay connected for our regular uploads of premium contents."
"UCP5s4nWkCUIknOSuLGRnagg","@africanboxofficetv","African BoxOffice Tv","Ghana","Ghallywood","Film","https://yt3.ggpht.com/ytc/AIdro_kQPjcz_1KfV0-vGxbzj7oUZ6o39QjRJeCiTQhUxcx_6A=s800-c-k-c0x00ffffff-no-rj","https://yt3.googleusercontent.com/UZcwEmnyXm840imCoK83TnKCrOG8ITCTLX3t7QQEZCTGS8atxAHbRNwogw1npiUyy3n4uECngw","558000","1069","76845383","African BoxOffice Tv is a channel where we let our viewers decide if they actually want to see a movie,We bring to you the clips,Shot videos and Trailers of movies and a link to see the full movie. If you are captivated by the clip,Short Videos and trailers you see then you are immediately linked to the full movies with just a click.

We are also poised to bringing to you Latest African,Nigerian and Ghana movies.We promise to make this channel ... African BoxOffice Tv the first place you see a Full Movie,Clip or Trailer .

We always keep our promise....Just SUBSCRIBE to our channel African BoxOffice Tv to be updated once we publish a new Full movie, Clip, Short Video or Trailer..Always be in touch.

African BoxOffice Tv offer you all these Full Movies, Clips, Short Videos and Trailers for free..All these videos are hot and trending so relax and have fun...cheers."
"UCulcQNJeXMh38b8kl8VHxfg","@templemoviestv","TEMPLE MOVIES TV","Ghana","Ghallywood","Film","https://yt3.ggpht.com/SWTo_xPzfmCD4JrEgWyhN6SUg4PFXiW8rUkKpafj9Flge6gHzfJSmYm0-2aoL_X9z9nIsUEEhA=s800-c-k-c0x00ffffff-no-rj","https://yt3.googleusercontent.com/xe84tlJiRkNHaCeigT5hRckhUhTrXTiATV3OS0bBXT-acKmaRj2YNtRJaAl1EMykzB_JYO4Y","558000","89","84299040","Temple movies tv is a channel designed to entertain you with lot of beautiful Nigerian movies, Ghana movies, African movies at large. subscribe and enjoy the best of your favorite Nollywood super stars actors and actress and upcoming Nollywood actors too. we will bring you best of the thrillers and full HD movies. "
"UCoIhlANld_c72G5ofiY14_Q","@wezzyempiretvofficial","Wezzy Empire TV","Ghana","Ghallywood","Entertainment","https://yt3.ggpht.com/ytc/AIdro_kIgxTiTMKNoVS03Zz6OAYwow3aU0Lo8h61O3r48jAwZA=s800-c-k-c0x00ffffff-no-rj","https://yt3.googleusercontent.com/HHXd3NPN1AHxNqtOummnEqIOnIMKcTpUtCQpP-yVP-FgDs6zmH4jjD-XZZGjD4kj71jxr6kAtw","546000","1293","77992415","This is the official YouTube Channel of Kwadwo Nkansah Lil win . 
Subscribe and click the bell for your Fantastic Films & Comedy.

Weezy Empire TV. "
"UCBjZfJ60rpmMlGWtDs58DVA","@orimotv","ORIMO TV","Cameroon","Camerwood","Television_program","https://yt3.ggpht.com/AiAhT_D0J2IQJJBw9k32sU5sXfDurlVtaYSZ7dJ6D6OXhsAOuHE4yLan58xdemC-16KsE6nP=s800-c-k-c0x00ffffff-no-rj","https://yt3.googleusercontent.com/L6b1a4KLilQWJm2hE1-yTO360KLT7WTCV3M_eymMNsOEID6YDdIg6KwahMFqv6kKogVduKPcGQ","521000","789","70453074","Cette chaîne est mise sur pied pour rendre le monde entier accessible à nos productions ( Films, Séries et télé réalité ) partagez au maximum pour faire découvrir notre savoir.             

 Blaise Option la pièce unique

Distribution WEB : ORIMO PRODUCTIONS

Contact Whatssap : +237 670 200 707

ORIMO TV, LE CINÉMA A SON STYLE UNIQUE
"
"UCIdMkhLZ5Mdg0wqqMX2nZXg","@africalove","africa LOVE (africaLOVE)","Cameroon","Camerwood","Film","https://yt3.ggpht.com/ytc/AIdro_lMuqU1q88H3r9oy0Vks6_fTFtcZ7y28Q84xgNiqXGcWA=s800-c-k-c0x00ffffff-no-rj","https://yt3.googleusercontent.com/0OK3h4z9vZjyY57b22bCun_p-zZt7D9Uw0-ZQv7NvzY_oZ6GKT4D7PtMhJeA53r6WNGWjG8rFg","476000","765","69483121","africaLOVE = les séries-cultes et les films les plus récents de toute l'Afrique, en FRANÇAIS. Abonne-toi https://goo.gl/WTTvBV
Les grandes séries, c'est le week-end :
VENDREDI = AU DELÀ DU DESTIN
SAMEDI = PROFOND TOURMENT + AU DELÀ DU DESTIN
DIMANCHE = QUARTIER CHAUD saison 2 + AU DELÀ DU DESTIN

Les séries suivantes sont finies donc visibles en entier :
- OTAGES D'AMOUR & LE CONJOINT D'AUTRUI (Mitoumba)
- KOLO & SOLO (les ex-Bobodioufs) 
- HERITAGES (Benin)
- LA DERNIERE VOLONTE (Manolap)
- L'OMBRE DU MENSONGE (avec Mamiton)

Découvrez aussi nos 30 longs-métrages pour adultes.
SI vous êtes réalisateur écrivez-nous en vue de distribuer et monétiser vos titres ici, à la télévision et en VOD."
"UCo7eaxk807AyDcpmrpX1Qog","@amaghanatvofficiall","AMA GHANA TV","Ghana","Kumawood","Humour","https://yt3.ggpht.com/qMkHEyeVqJxnhg3g7t0j8mxDCJugtpr_-g97Xd2flLsULsHypzJ1tddsOmAJ6of_jLy9XP8Zrh4=s800-c-k-c0x00ffffff-no-rj","https://yt3.googleusercontent.com/PZvjhCol7AiNONW_NazkbxKg-AjqfmpnOwsP3rciqrxmFTXirNkhJZMhlK2XdLqKOOGyC7gn","450000","127","40732770","OFFICIAL YOUTOUBE CHANNEL FOR AMA GHANA 🇬🇭 MR YAW NYARKO (MAMUDU GUDA)✨ info +233 547600009✨"
"UCKuOjGoZyVmvBPlCbCzTi2w","@twixxel_lesgo","Twixxel","Ghana","Kumawood","Action-adventure_game","https://yt3.ggpht.com/ZPRK91R2EjD3ckI_4pZ7HKPMozjSTc7_KoWbkvEf9ze2ht9aJF6zx7Pigt4YpO1fjPgr2JcE6Q=s800-c-k-c0x00ffffff-no-rj","https://yt3.googleusercontent.com/sWLTYlXdwK_oRT0OB6Zaaftows3NLDHsxWtGjGjyttgtgZorL0MS8_-jTHNd68rf1EGU7R2TbQ","427000","63","46252325","a guy who likes minecraft horror:)

"
"UC-PbWiwIaL3qGES2io9otBw","@trendingtwimovies","TRENDING TWI MOVIES","Ghana","Kumawood","Film","https://yt3.ggpht.com/ytc/AIdro_mNVi_B7rWPLWXpX4y5PQj4z2V_cbNclZGvNNz7ok-4SQ=s800-c-k-c0x00ffffff-no-rj","https://yt3.googleusercontent.com/-HxUw1whhmXtQDxy98NoM0Lk1mxZtSGr_3RSI4AXL1gKCplzhOfzfQdS9NkJ4micnFabrsbEEg","416000","1315","50676903","This channel is dedicated to bringing you both classic and latest Ghanaian English Movies,Nollywood hit Movies and Latest kumaood twi movies .subscribe for more latest twi movies"
"UCZPJTc9RCl2mJUAiTM8TZ0A","@africanlatestmovies247","AfricanMovies 247","Ghana","Ghallywood","Film","https://yt3.ggpht.com/os6tQ7_nRu_AbCw2nsqFv5mtezwWLTBB5melo8eiv7QkwuOJeKwKUpEoth0L_5PHhWDvY4Rf=s800-c-k-c0x00ffffff-no-rj","https://yt3.googleusercontent.com/orgptMSrcAAFbUgFQDes4KEBaEdmsRwxWXNjItomzwQuds_-5HCtX-nA6TqkTyQBvS_IUqRqJg","411000","1491","71148791","Welcome to African Movies 247!
Bringing you the best of African movies—wherever you are in the world! Whether you’re in the USA, Canada, UK, or anywhere across the globe, this is your home for authentic African storytelling. From village dramas, romantic love stories, family conflicts, to modern city life films, we showcase the full flavor of Nollywood, Ghallywood, and more.

Enjoy high-quality Nigerian movies, Ghanaian films, and African cinema that connect you to your roots — updated regularly, 24/7!

Subscribe now and stay connected to Africa through powerful stories, culture, and entertainment.
African movies, Nigerian movies 2025, Nollywood, Ghanaian movies, African films USA, African movies UK, diaspora African movies, village movies, African romance films, family drama, full Nollywood movies, African city movies, African entertainment Canada."
"UC25DPaqDEjyGxBqDEMqfoFw","@twifilms8295","Twi Films","Ghana","Kumawood","Entertainment","https://yt3.ggpht.com/ytc/AIdro_lXa9768_-tZ93Sc78WCwqiXwazFVKWyc5QadbSE35Brj8=s800-c-k-c0x00ffffff-no-rj","https://yt3.googleusercontent.com/3mDtHpDa9w5Lw04ac0l8JhKaJdenAG10ggmMQBGZ4-PbnBL0SczYzQNpmAJfJofDkYY2LXlKkZA","395000","445","16592562","This is a home of interesting and fascinating Ghana movies where you should always be expectant of good movies. It features great artist like Emilia Brobbery, Nana Ama Mcbrown, Maame Serwa, Bill Asamoah, Bernard Nyarkoh, Nkansah Kwadwo. The movies are intriguing and as well fun; be sure to get the best..."
"UCVGEkANiUADPmYHNTj8K2Rw","@ghanatvone4409","Ghana Tv One","Ghana","Ghallywood","Society","https://yt3.ggpht.com/ytc/AIdro_kh74HFfyutJev6W8i842SOMH6ep4vOpzLNi-TlPOYGLnc=s800-c-k-c0x00ffffff-no-rj","https://yt3.googleusercontent.com/RagW2n99RLYXbw2k1f8BeY8Z1lqJGeFw78TnmFtBtGuMksZwo-FWTOj2uKSIpBm4wfsMVBF42g","368000","832","8711821","Gives you the best,  Ghanaian  Ghallywood movies, Comedy Shows, Documentary,  Ghana news, celebrity entertainment news, Trending news & Answers to Speculations as well as Global News. With our amazing and beautiful stories we cover on One Ghana TV( Hub for Entertainment , Urban Lifestyle & Pop Culture),We bring you what others dare do. Subscribe to our channel now and feel free to share our content with family and friends.
subscribe.
email; ghanatvonetv@gmail.com,"
"UCy36NB2p58MrbmeUh6n0bpw","@amazing_tv_ghana","Amazing TV Ghana","Ghana","Ghallywood","Entertainment","https://yt3.ggpht.com/LihWGEalqcmE5wsMKgijeriwhYnijDn2H7BECUqU5tMjBeKqsTre50wjHGBN7l48h8GdTSLQ=s800-c-k-c0x00ffffff-no-rj","https://yt3.googleusercontent.com/BpFkEAwtlgIjT8aYIAr2MYUM8g0jZ9c039fA9xvGBmuO_EA9sBCfet5-xm8zE72Ba7tspQrTOw","357000","9908","103774328","Amazing Media Company, LLC, is a popular digital platform In Ghana.  Subscribe 


#Ghanacelebrities #GhanaEntertainment
#Ghanacelebs #GhpageTV #GhanaMusic
#CelebNews #CelebGossips #HotGossip
#GhanaCelebGossips #GhanaHotGossip
#Ghanamovies #YawaOfTheDay #Ghananews
#Ghpage #1ontrending #Trending Videos
#ViralVideos #Trending #GhanaCelebNews
#Celebrities #SlayQueens #BeautifulLadies
"
"UCA80gWFLEakovRHrBGSF0mQ","@officialdr.likeetv7053","OFFICIAL DR. LIKEE TV","Ghana","Kumawood","Television_program","https://yt3.ggpht.com/cxXAzKQEuJEP0EllwmpZ8J0oUfALEiAqTKYkUeVIYT8qZINJLjZUd3g57NoNI7e4c0qRUsfJMfg=s800-c-k-c0x00ffffff-no-rj","https://yt3.googleusercontent.com/U9dXjPAfNORMpDg48JvCDk9IeziJ_0X3p2g6AnW7CUrIJqypcAj-XCYb0pZPk_geyHlnNhzQ5w","291000","906","48426864","WATCH THE BEST COMEDY N INTERVIEW FROM THIS ENTERTAINMENT HUB"
"UCyVhHezT-cLtHIcb8Vn5GJA","@raissa_artista","Raissa Artista","Cameroon","Camerwood","Film","https://yt3.ggpht.com/0ApDX598WN0o4blAP4RDcRnK2ZHkKgOoF3DQdVIcCjXMxjS0xoAMeZPuzvfnnwhsfainLFLQ=s800-c-k-c0x00ffffff-no-rj","https://yt3.googleusercontent.com/nKAp7UPodObTJoNE1RtJUDpocmccY9FwEq3EyIges_i9h84GozVbKxitZkILFfzZO4v8RoHW","266000","147","49289253","Cameroonian Multidisciplinary Artist, creator and comedian known for her viral African parents cartoons! 🇨🇲

My name is Raïssa and I'm the Creative Engineer behind ""Raïssa Artista."" I love expressing myself through art, comedy, music, video editing and MORE! As a Cameroonian, you'll see that side of me in every video. My channel showcases my sense of humor, creativity, tech, ai, art skills and more! 

Whether I'm making you laugh with funny skits or sharing my thoughts, I aim to create a fun, welcoming space where you can be yourself and laugh with me. This channel is my canvas, my videos are my artwork.

My goal is to bring a little laughter into the world. ""Each of you should use whatever gift you have received to serve others, as faithful stewards of God's grace in its various forms"" (1 Peter 4:10). I promise to be a safe space to laugh, inspire, and uplift. The world needs more positivity and grace.

I want you to feel seen because YOU MATTER! -Raïssa ♥️
"
"UC_PnsBvo7XrCvVfspRETVDw","@twinationtv","TWI NATION TV","Ghana","Kumawood","Entertainment","https://yt3.ggpht.com/ytc/AIdro_nGS6BE2QcYyBhvhioLTUfjGdZuJ7BkINuZ6MD6ICWzKQA=s800-c-k-c0x00ffffff-no-rj","https://yt3.googleusercontent.com/v7ekcNYqyU2Jue7asX5NrvBX8z4fU0pSvPARitem38xw5T5e0foIHH451XZDvgYntqZQ-K-6vnQ","232000","275","6628578","This Channel is dedicated to continue the legacy of kumawood. serving you with best OF Akan Twi movies from kumawood."
"UCeLYDEJ2f0pqGmRZHwWfMxA","@zoutuichim","𝗭𝗢𝗨𝗧𝗨𝗜𝗖𝗛𝗜𝗠","Ghana","Kumawood","Film","https://yt3.ggpht.com/2gh3f-ait6NffutbmbH7MlPThezzCWQdZc_QYnjfsMH-fOj3S_jojtjdan2GXiW5KJxODHwNog=s800-c-k-c0x00ffffff-no-rj","https://yt3.googleusercontent.com/6yJ6NhfXC3ZOl-ULyTEdExenKE0YZ7koEbz-ZXJCzuEmTh31bjTwmXaQK0DnIVTFwh0B1Zxd","230000","599","62008092","STORY,MOVIES RECAP |  COMMEDY | GOSPEL SERMON | DUBBED VIDEO ,Cartoon etc available here.

*For Businesses enquiry : bhailenkahi@gmail.com

NB:Chule koiman ka video ho hi phalna beija lah phal lou ahe. "
"UCFVR8XtxG8x3U35tfe1Zelg","@televisionfrancaisenolly","Télévision française Nolly","Ghana","Ghallywood","Entertainment","https://yt3.ggpht.com/0KYtvsHVA7sAsvX_aZWZvafx-zAPHndJ6aizaB4hPnmOoD8KGnyk_4ZQJisvZItU3t0dgWXV4Jc=s800-c-k-c0x00ffffff-no-rj",,"225000","289","14707708","Licensed Exclusively To: REALNOLLY TV

Powered By: FIRST NOLLYWOOD TV

Watch Nollywood movies Africa, Nigerian FREE Movies on Youtube. Our passion for Movie making is to produce thousands of free Nollywood Movies, Nigerian movies, Ghana movies, Watch exciting youtube movies on Trending NollywoodTV Enjoy free Nigerian movies here , https://www.youtube.com/channel/UC-Lg_7-an7X8iFF6rcEVWfQ
#Nollywoodmovies #Nigerianmovies #Ghanamovies #Latestmovies

Watch loads of Nigerian movie trailers, Nigerian movie clips & teasers featuring your favorite Nollywood actors on the Trending NollywoodTV YouTube channel.
Like/recommend this video or make your comment below.
"
"UCVGx3qPSqOi6QmlpTTj7reQ","@biggestnollywoodtv","BIGGESTNOLLYWOOD TV ","Ghana","Ghallywood","Film","https://yt3.ggpht.com/MoJkxG8IszLHorPPIVDsOX6UNGFkb_ndz3wxfUu_XKhlQ_f80GOVxKRz3JuDTPNt3lvOLOI6zQ=s800-c-k-c0x00ffffff-no-rj","https://yt3.googleusercontent.com/WGUiqcmyXvbXNg37o6xffmXrS79zRNwLkkWNOCsdfIFS9xvLAkudmzGc6-oYJoXm41fg0mAlnGs","212000","2694","39499491","BIGGESTNOLLYWOOD TV is the home of the latest and greatest Nigerian Nollywood movies, Nigerian TV Shows and Ghanaian Ghallywood movies . Visit our channel to watch thousands of hot Nigerian movies featuring amazing Nollywood actors such as Mercy Johnson,  Mama Gee, Ken Erics, Majid Michel, Rachael Okonkwo, Regina Daniels, Genevieve Nnaji, Ramsey Noah, Jim Iyke, the hilarious Mr Ibu and many more. With new Nollywood movies released on  realnolly online tv every week, we work extremely hard to maximize your viewing pleasure. 
Licensed Exclusively To: RealNolly Tv

Powered By: BiggestNollywood Tv
"
"UCSEPiAXYCpfsw1gcoCIBW6w","@favouritenollytv894","FAVOURITE NOLLYTV","Ghana","Ghallywood","Entertainment","https://yt3.ggpht.com/93TWVhyLmGenihCId0_pE5UVwi7eaWVDiC9DpmKqcWng6SckDT2nKSPaEynu74SvutObQ1WjMg=s800-c-k-c0x00ffffff-no-rj","https://yt3.googleusercontent.com/7PIt8w0ocJYkdz4ZrVmAGHwP7xifiOmURZ_cDd8HTgrSKbUdLJNlSXwQjRLX0w4sTUYAZ8-ddA","207000","2109","39850227","Licensed Exclusively To Realnolly 
Powered By FAVOIURITE NOLLYWOOD TV

FAVOIURITE NOLLYWOOD TV is the home of the latest and greatest Nigerian Nollywood movies, Nigerian TV Shows and Ghanaian Ghallywood movies . Visit our channel to watch thousands of hot Nigerian movies featuring amazing Nollywood actors such as Mercy Johnson,  Mama Gee, Ken Erics, Majid Michel, Rachael Okonkwo, Regina Daniels, Genevieve Nnaji, Ramsey Noah, Jim Iyke, the hilarious Mr Ibu and many more. With new Nollywood movies released on  realnolly online tv every week, we work extremely hard to maximize your viewing pleasure.  

Watch loads of Nigerian movie trailers, Nigerian movie clips & teasers featuring your favorite Nollywood actors on the nollywoodlatest tv YouTube channel.

Thank you so much for watching this!

#Nollywoodmovies #Nigerianmovies #Ghanamovies #Latestmovies
"
